ID_venta,Nombre_cliente,Email,Ciudad,Producto,Categoría,Fecha_venta,Monto
223,Aurelio Alvaro Gómez Solís,maria-jose19@gmail.com,Vieja Belice,Audífonos,Accesorios,2025-06-29,16573.61
224,Sr(a). Manuel Cedillo,francisca56@matias-regalado.com,Nueva Chad,Impresora,Oficina,2025-06-27,13031.66
225,Cristal Caraballo de Anda,amartinez@gmail.com,San Emilio los bajos,Disco duro externo,Almacenamiento,2025-03-11,8579.15
226,Gabino Casares,hernanzavala@galvan.com,Nueva Tuvalu,Teclado,Accesorios,2025-02-16,16918.05
227,Leonardo Nelly Arroyo Luna,alta-graciapalacios@yahoo.com,Nueva Montenegro,Teclado,Accesorios,2024-12-21,20222.1
228,Carlos Adán Bañuelos,elviapacheco@bravo-verduzco.com,Nueva Barbados,Audífonos,Accesorios,2025-01-27,903.31
229,Carolina Caballero,ariasmaria-teresa@gmail.com,Vieja Uruguay,Teclado,Accesorios,2025-04-14,24603.22
230,Alta  Gracia Olivas,joaquingallegos@gmail.com,San Gilberto los bajos,Disco duro externo,Almacenamiento,2025-01-08,21288.52
231,Sessa Guillen Lucero,eurbina@gmail.com,Vieja Letonia,Smartphone,Electrónica,2025-01-04,11548.78
232,Elvira Sotelo,olivasjorge@tovar.org,San Julia los bajos,Disco duro externo,Almacenamiento,2025-01-20,5102.55
233,Indira Zambrano Gaona,ana-luisa78@viera-gonzales.com,Nueva Ghana,Monitor,Electrónica,2025-06-07,12511.12
234,Estefanía Velásquez Oquendo,dianagranado@hotmail.com,San Jorge los altos,Teclado,Accesorios,2024-11-22,3945.01
235,Raquel Ramón Collado Valladares,ttorres@club.com,Nueva Antigua y Barbuda,Laptop,Electrónica,2025-06-04,22348.7
236,Abel Meraz,jacintodiaz@bahena-alonzo.org,Nueva Paraguay,Smartphone,Electrónica,2025-04-02,19526.98
237,José Luis Ortiz Villa,hermelinda52@laboratorios.com,Vieja Estonia,Teclado,Accesorios,2025-06-28,4644.4
238,José María Homero Lozano,abelvega@vanegas.org,San Sara de la Montaña,Cámara web,Accesorios,2025-06-19,11774.38
239,Miriam Cisneros Meraz,javiermaya@laboratorios.info,Vieja Eslovaquia,Cámara web,Accesorios,2025-02-16,6455.2
240,Jerónimo Hidalgo Cardenas,olveramarcela@de.biz,San Patricio los bajos,Smartphone,Electrónica,2024-12-21,11574.61
241,Reynaldo Garza,zbenavides@lozano.com,San Bernardo de la Montaña,Router,Redes,2025-03-24,16789.17
242,José Manuél Cynthia Benavídez,rosario97@prado.com,San Cristina de la Montaña,Cámara web,Accesorios,2024-12-21,15007.67
243,Emiliano Elias Parra Urrutia,hector31@gmail.com,San Reina los altos,Router,Redes,2025-05-21,15432.51
244,Ana Jorge Luis Acosta,lozanovirginia@hotmail.com,San Elvira de la Montaña,Cámara web,Accesorios,2024-11-21,10840.5
245,David Teodoro Lovato,tcarrillo@rodriguez.com,San Dulce María los bajos,Cámara web,Accesorios,2025-04-09,11314.07
246,Eduardo Marisela Armendáriz Irizarry,oirizarry@yahoo.com,Nueva Zimbabwe,Audífonos,Accesorios,2024-12-19,18668.29
247,Yolanda Montañez Toro,perlaballesteros@yahoo.com,San Omar los altos,Router,Redes,2025-05-15,11416.72
248,Dr. Martín Luna,garagon@despacho.com,Nueva Camerún,Teclado,Accesorios,2024-11-28,21044.61
249,Arcelia Puga,rosarioholguin@barrera-brito.net,San Pedro los bajos,Impresora,Oficina,2025-02-27,19215.6
250,Lic. Adán Villagómez,pedrozaconchita@gmail.com,Nueva República de Moldova,Cámara web,Accesorios,2024-12-21,12269.55
251,Omar Jaime Partida Jaime,mvazquez@yahoo.com,Nueva Grecia,Teclado,Accesorios,2025-04-17,7082.56
252,Serafín Sandra Padilla,smeraz@despacho.com,Vieja Honduras,Smartphone,Electrónica,2025-03-12,17924.56
253,Mitzy Berta Gil Cervantes,rmayorga@hotmail.com,San Salma los altos,Teclado,Accesorios,2024-12-16,7011.36
254,Margarita Eric Palomo,anabel82@gmail.com,San Natividad los bajos,Silla ergonómica,Oficina,2025-01-03,22357.76
255,Ing. Alicia Delgadillo,ana-luisaharo@reyes.com,Vieja Kirguistán,Smartphone,Electrónica,2025-05-11,3717.84
256,Lic. Teresa Castañeda,jose-emiliosaenz@diaz.net,San Jaime de la Montaña,Teclado,Accesorios,2025-02-20,9760.97
257,Gloria Amaya Olvera,reinagallegos@laboratorios.com,San Nelly de la Montaña,Audífonos,Accesorios,2024-11-15,17748.55
258,César Delgadillo,flaviozuniga@laboratorios.com,San Flavio de la Montaña,Smartphone,Electrónica,2025-05-12,10547.24
259,Zoé Nicolás Osorio Viera,segurawilfrido@valentin-villegas.com,San Bianca los bajos,Silla ergonómica,Oficina,2024-12-06,13702.5
260,Gerónimo Timoteo Meléndez Lebrón,elena28@gmail.com,Vieja Suecia,Monitor,Electrónica,2025-03-16,1837.96
261,Aldonza Vanesa Salinas,lourdes66@hotmail.com,Nueva Israel,Monitor,Electrónica,2025-02-06,9920.08
262,Lic. Yuridia Muñoz,victorvaldez@gmail.com,San Beatriz los bajos,Disco duro externo,Almacenamiento,2024-12-31,23667.73
263,Rafaél Dulce Meza Burgos,esparta46@nieto-hurtado.com,San Caridad los bajos,Laptop,Electrónica,2024-12-02,21461.28
264,Ing. Silvano Batista,monicacasares@hotmail.com,San Olga los bajos,Disco duro externo,Almacenamiento,2025-04-21,9695.41
265,Cornelio Chapa Fernández,dvargas@gmail.com,San Dolores de la Montaña,Laptop,Electrónica,2025-05-20,23585.72
266,Susana Diana Marroquín Baeza,nlara@industrias.com,Vieja Sierra Leona,Impresora,Oficina,2025-04-27,18910.84
267,Luis Miguel Romero,archuletaoswaldo@gmail.com,San Adela los bajos,Monitor,Electrónica,2025-06-06,13594.05
268,Aida Zoé Acuña,jaimemarrero@despacho.org,San Daniela de la Montaña,Cámara web,Accesorios,2024-11-29,20056.74
269,Gregorio María Eugenia Solís Ybarra,vcervantes@yahoo.com,San Elena de la Montaña,Teclado,Accesorios,2025-04-17,12359.27
270,Esperanza Garrido Ceja,villalpandonatalia@despacho.biz,San Oswaldo los altos,Impresora,Oficina,2024-11-30,11065.15
271,Sr(a). Virginia Cardenas,carrillolorena@olivares.com,San Cristian de la Montaña,Laptop,Electrónica,2024-11-15,9904.77
272,Lucía Virginia Campos Solís,lourdescantu@hotmail.com,Vieja Burundi,Monitor,Electrónica,2024-12-23,18187.28
273,Elvia Feliciano,jorgeparra@yahoo.com,Nueva República Árabe Siria,Router,Redes,2025-05-23,23012.68
274,Mauricio Isabel Gollum,burgosblanca@cordova.net,Nueva Gabón,Disco duro externo,Almacenamiento,2025-02-09,13492.85
275,Gustavo Jaime,camarillodelia@gmail.com,San Jorge Luis los altos,Monitor,Electrónica,2025-03-13,14919.75
276,Camilo Cadena,chavarriawilfrido@corporacin.org,San Aurelio los bajos,Laptop,Electrónica,2025-03-25,2373.5
277,Camila Karla Pabón,judith76@hotmail.com,Nueva Canadá,Monitor,Electrónica,2024-12-04,3651.78
278,Bernardo Lorena Villanueva,nduran@yahoo.com,San Sara de la Montaña,Router,Redes,2025-01-01,4788.71
279,Micaela Carreón,earredondo@yahoo.com,San Adán los altos,Impresora,Oficina,2025-06-03,9663.87
280,Ing. Esparta Mireles,eguzman@olmos-cordova.net,Nueva Somalia,Teclado,Accesorios,2025-01-11,11531.07
281,Lic. Miguel Ángel de Jesús,pmayorga@ledesma-arteaga.com,San Karina de la Montaña,Silla ergonómica,Oficina,2024-12-12,19102.37
282,María Vega,samaniegomarisela@yahoo.com,Vieja Yemen,Monitor,Electrónica,2024-11-18,7172.94
283,Karina Paz Aranda,zayasserafin@industrias.com,San Ana de la Montaña,Monitor,Electrónica,2025-05-07,6531.11
284,Rafaél Silvano Zapata Rojas,gcarrera@hotmail.com,Nueva Israel,Smartphone,Electrónica,2025-03-29,11916.58
285,Pascual Octavio Niño Caraballo,miguelcintron@carbajal.com,Vieja España,Cámara web,Accesorios,2025-05-08,1586.51
286,Ivonne Bianca Pedroza,rayamaria-jose@club.com,San Rocío los bajos,Silla ergonómica,Oficina,2025-05-28,5838.29
287,Ricardo Débora Cazares,mzapata@santana-olivo.org,Vieja Libia,Smartphone,Electrónica,2025-03-25,19596.46
288,María Cristina Cecilia Chavarría Paz,perla33@gmail.com,San Jaime los altos,Laptop,Electrónica,2025-01-02,18929.56
289,Nadia Patricia Medrano,ramiro79@tejeda.com,Nueva Lesotho,Teclado,Accesorios,2025-01-07,5224.21
290,Yuridia Badillo Feliciano,gonzalohenriquez@gmail.com,Vieja Eritrea,Laptop,Electrónica,2025-06-10,15646.99
291,Jorge Regalado Canales,ggranados@laboratorios.biz,San Pedro de la Montaña,Teclado,Accesorios,2024-11-17,3417.66
292,Eloy Silvano Quintero Garza,eloisalozano@yahoo.com,Nueva Dominicana,Smartphone,Electrónica,2025-01-18,14230.05
293,Sr(a). José María Arevalo,pilar42@gmail.com,San Abigail los bajos,Teclado,Accesorios,2025-05-12,11786.34
294,Alfredo Cristian Medrano,mitzy98@beltran-matias.com,Nueva Países Bajos,Impresora,Oficina,2025-01-12,19242.38
295,Pamela Terán,montesestela@gmail.com,San Isabel los bajos,Audífonos,Accesorios,2025-03-06,15265.55
296,Serafín Olga Roldán,montemayormarisela@laboratorios.com,San Camila los bajos,Smartphone,Electrónica,2025-02-19,19511.46
297,Mtro. Alberto Sierra,cruiz@yahoo.com,Vieja Palau,Audífonos,Accesorios,2024-12-13,24128.6
298,Daniela Terrazas Tejeda,gaitanyuridia@proyectos.com,San Vicente de la Montaña,Smartphone,Electrónica,2025-01-10,14593.51
299,María Luisa Meraz Archuleta,ayaladiego@industrias.com,San Julia los bajos,Impresora,Oficina,2025-04-18,14522.18
300,Ignacio Alfaro,tellezabraham@hotmail.com,Nueva Túnez,Monitor,Electrónica,2024-12-10,10097.36
